,H,N,SimpleE,SimpleC,delta
171,1.0,2.4717327245897183,0.5014692459316151,18,2
172,0.0,3.7372215183391013,0.41863414252820574,28,4
173,2.074534956784478,3.4038758540174587,1.5032444069038493,35,6
174,1.0,2.480807596263749,0.3240527039151456,37,6
175,1.0,2.0,4.742169870352427,40,6
176,0.0,1.8589113822444379,0.0,19,2
177,1.0,3.0359135358028677,0.8004409496145619,24,4
178,1.0,0.31746508470865553,0.4698436747882974,15,2
179,0.0,3.112402914550687,1.9685876225144758,18,2
180,2.0,0.0,5.0,15,2
181,3.0,2.5208197784883337,3.7996652839796172,40,6
182,4.592966592946306,2.0935427555385857,0.0,21,2
183,1.0,3.5038781336418108,1.0088408188937026,18,2
184,0.0,1.888583739227002,2.05299016653552,14,2
185,0.0,2.306976759422845,1.6048632103883702,40,6
186,0.9190181334821763,2.4737366391559226,0.09853332392739658,33,4
187,0.0,0.1771021626659559,0.9108150593470637,26,4
188,1.0,1.4010473535755357,0.9432230577764538,17,2
189,1.0,1.323763063191432,0.9660615850139631,18,2
190,0.0,5.0,1.087992810140697,36,6
191,2.0,2.9058661883531967,2.7856439656246996,26,4
192,1.4939170209399641,2.1294481537792116,4.220102902444335,26,4
193,1.0,0.0,3.1974800673688413,36,6
194,1.0,1.6338561881344376,1.7813323223372741,37,6
195,1.0,1.4029555729140188,1.3493140351629176,29,4
196,1.0,0.27785946346093926,2.9642776874458425,33,4
197,1.0,3.5083742337136226,2.508051233922171,30,4
198,2.260451203991507,0.0,0.359250867713075,32,4
199,0.0,5.0,3.2286937510094793,23,2
200,1.0,1.0,1.7226831463675307,27,4
201,1.549437184165764,5.0,1.294068360564122,15,2
202,2.0,1.8898043649548795,0.31989440690793264,32,6
203,1.0,1.819943642194354,0.30555542556829485,14,2
204,1.0,2.224828129647081,1.5304900638754084,32,4
205,0.014509782926559023,2.842414407595233,1.8213349016180584,17,2
206,3.519804808568508,2.066223511377098,1.2916813793686075,24,4
207,0.0,1.8224582489732017,3.446051607494479,24,4
208,4.0,1.9036560563837224,1.1078100414076872,16,2
209,0.0,0.26398507938486393,2.822147305222532,14,2
210,1.0,1.0044022485647544,0.0,28,4
211,1.6692436255893188,1.468233216275003,0.0,15,2
212,1.6688073758435138,2.704253230411714,1.2544641758178368,19,2
213,1.0,0.15728022391196195,2.536196140006097,17,2
214,0.0,2.5564111934635885,4.499547047539426,38,6
215,2.0,1.9711948303804494,2.325080114343533,21,2
