,time,meanH,meanB,meanC,varH,varB,varC
0,52.0,0.219359821837866,0.219359821837866,0.219359821837866,0.23691775047469274,0.23691775047469274,0.23691775047469274
1,104.0,0.35210689347159807,0.35210689347159807,0.35210689347159807,0.42167312645934996,0.42167312645934996,0.42167312645934996
2,156.0,0.28646838007319786,0.28646838007319786,0.28646838007319786,0.26977547934499685,0.26977547934499685,0.26977547934499685
3,208.0,0.36483978033279135,0.36483978033279135,0.36483978033279135,0.4889779841666183,0.4889779841666183,0.4889779841666183
4,260.0,0.16448406470208046,0.16448406470208046,0.16448406470208046,0.29875650497447714,0.29875650497447714,0.29875650497447714
5,312.0,0.05352112676056338,0.05352112676056338,0.05352112676056338,0.056290418567744485,0.056290418567744485,0.056290418567744485
6,364.0,0.342365123308303,0.342365123308303,0.342365123308303,0.4734587204265731,0.4734587204265731,0.4734587204265731
7,416.0,0.08211715809261277,0.08211715809261277,0.08211715809261277,0.08965385160947226,0.08965385160947226,0.08965385160947226
8,468.0,0.08922601063450548,0.08922601063450548,0.08922601063450548,0.09178101422628024,0.09178101422628024,0.09178101422628024
9,520.0,0.4076197410868818,0.4076197410868818,0.4076197410868818,0.44430569120609753,0.44430569120609753,0.44430569120609753
10,572.0,0.19367098711910913,0.19367098711910913,0.19367098711910913,0.4211113274364227,0.4211113274364227,0.4211113274364227
11,624.0,0.7199451600169673,0.7199451600169673,0.7199451600169673,0.48351929471691335,0.48351929471691335,0.48351929471691335
12,676.0,0.0011248593925759281,0.0011248593925759281,0.0011248593925759281,0.0011235940839228618,0.0011235940839228618,0.0011235940839228618
13,728.0,0.38184324532904523,0.38184324532904523,0.38184324532904523,0.48051615098615685,0.48051615098615685,0.48051615098615685
14,780.0,0.31809592556890337,0.31809592556890337,0.31809592556890337,0.46329762616100095,0.46329762616100095,0.46329762616100095
15,832.0,0.2604406528327921,0.2604406528327921,0.2604406528327921,0.307508297219577,0.307508297219577,0.307508297219577
16,884.0,0.3205350567634162,0.3205350567634162,0.3205350567634162,0.36170916650332896,0.36170916650332896,0.36170916650332896
17,936.0,0.17609850117201348,0.17609850117201348,0.17609850117201348,0.1262673478849614,0.1262673478849614,0.1262673478849614
18,988.0,0.2011738396888255,0.2011738396888255,0.2011738396888255,0.21855433963010065,0.21855433963010065,0.21855433963010065
19,1040.0,64.38938414932099,64.38938414932099,64.38938414932099,892.1091813894437,892.1091813894437,892.1091813894437
20,52.0,0.35766295331934395,0.35766295331934395,0.35766295331934395,0.4343611635591797,0.4343611635591797,0.4343611635591797
21,104.0,0.27450895733364644,0.27450895733364644,0.27450895733364644,0.26889234753281027,0.26889234753281027,0.26889234753281027
22,156.0,0.20978415874742948,0.20978415874742948,0.20978415874742948,0.21719279028823435,0.21719279028823435,0.21719279028823435
23,208.0,0.1434872096442223,0.1434872096442223,0.1434872096442223,0.12407475498195221,0.12407475498195221,0.12407475498195221
24,260.0,0.0787139689578714,0.0787139689578714,0.0787139689578714,0.10134291375165314,0.10134291375165314,0.10134291375165314
25,312.0,0.008928571428571428,0.008928571428571428,0.008928571428571428,0.008848852040816327,0.008848852040816327,0.008848852040816327
26,364.0,0.47157555338827173,0.47157555338827173,0.47157555338827173,0.7303930051594558,0.7303930051594558,0.7303930051594558
27,416.0,0.0137524557956778,0.0137524557956778,0.0137524557956778,0.014349180372161601,0.014349180372161601,0.014349180372161601
28,468.0,0.1672009637357553,0.1672009637357553,0.1672009637357553,0.1904529002527567,0.1904529002527567,0.1904529002527567
29,520.0,0.23895899053627762,0.23895899053627762,0.23895899053627762,0.22759891629929638,0.22759891629929638,0.22759891629929638
30,572.0,0.12514484356894554,0.12514484356894554,0.12514484356894554,0.11180110880017831,0.11180110880017831,0.11180110880017831
31,624.0,0.34742818791630053,0.34742818791630053,0.34742818791630053,0.6094910723139035,0.6094910723139035,0.6094910723139035
32,676.0,0.2372023474062088,0.2372023474062088,0.2372023474062088,0.2474159829936414,0.2474159829936414,0.2474159829936414
33,728.0,0.0607661822985469,0.0607661822985469,0.0607661822985469,0.08481473661065633,0.08481473661065633,0.08481473661065633
34,780.0,0.17977357274476882,0.17977357274476882,0.17977357274476882,0.1996570382608969,0.1996570382608969,0.1996570382608969
35,832.0,0.051233489233153504,0.051233489233153504,0.051233489233153504,0.061868350846428194,0.061868350846428194,0.061868350846428194
36,884.0,0.2799024093876733,0.2799024093876733,0.2799024093876733,0.3189272806056532,0.3189272806056532,0.3189272806056532
37,936.0,0.013505578391074574,0.013505578391074574,0.013505578391074574,0.013323177743397118,0.013323177743397118,0.013323177743397118
38,988.0,0.37240180001993467,0.37240180001993467,0.37240180001993467,0.3459852732918354,0.3459852732918354,0.3459852732918354
39,1040.0,3.566690491861117,3.566690491861117,3.566690491861117,124.18079680500684,124.18079680500684,124.18079680500684
40,52.0,0.2057119851254973,0.2057119851254973,0.2057119851254973,0.22371554553761822,0.22371554553761822,0.22371554553761822
41,104.0,0.09710859150008992,0.09710859150008992,0.09710859150008992,0.10296249697918938,0.10296249697918938,0.10296249697918938
42,156.0,0.07028789283257539,0.07028789283257539,0.07028789283257539,0.06697870350334892,0.06697870350334892,0.06697870350334892
43,208.0,0.335916370834307,0.335916370834307,0.335916370834307,0.35655104989873193,0.35655104989873193,0.35655104989873193
44,260.0,0.44430460413372036,0.44430460413372036,0.44430460413372036,0.4567548323137428,0.4567548323137428,0.4567548323137428
45,312.0,39.59981277790779,39.59981277790779,39.59981277790779,34.61494964901062,34.61494964901062,34.61494964901062
46,364.0,0.038593481989708404,0.038593481989708404,0.038593481989708404,0.044822721535560134,0.044822721535560134,0.044822721535560134
47,416.0,0.4069591953307842,0.4069591953307842,0.4069591953307842,0.31927915145409363,0.31927915145409363,0.31927915145409363
48,468.0,0.08041843739784243,0.08041843739784243,0.08041843739784243,0.0739513123243317,0.0739513123243317,0.0739513123243317
49,520.0,0.0507098823768635,0.0507098823768635,0.0507098823768635,0.04409320330647254,0.04409320330647254,0.04409320330647254
50,572.0,0.37591275760021853,0.37591275760021853,0.37591275760021853,0.326356614671219,0.326356614671219,0.326356614671219
51,624.0,0.13519012385827278,0.13519012385827278,0.13519012385827278,0.13401462060757902,0.13401462060757902,0.13401462060757902
52,676.0,0.15792068896292483,0.15792068896292483,0.15792068896292483,0.17241033856658902,0.17241033856658902,0.17241033856658902
53,728.0,0.0757418551566715,0.0757418551566715,0.0757418551566715,0.13516377316202838,0.13516377316202838,0.13516377316202838
54,780.0,0.44108356297074425,0.44108356297074425,0.44108356297074425,0.4466623324171572,0.4466623324171572,0.4466623324171572
55,832.0,0.16711590296495957,0.16711590296495957,0.16711590296495957,0.18770569815679924,0.18770569815679924,0.18770569815679924
56,884.0,0.39606780185237417,0.39606780185237417,0.39606780185237417,0.47856255271054626,0.47856255271054626,0.47856255271054626
57,936.0,0.31090320926639364,0.31090320926639364,0.31090320926639364,0.2655057262501681,0.2655057262501681,0.2655057262501681
58,988.0,0.1630233614155385,0.1630233614155385,0.1630233614155385,0.18705448380160603,0.18705448380160603,0.18705448380160603
59,1040.0,1.9439602741333633,1.9439602741333633,1.9439602741333633,1.4436833008390793,1.4436833008390793,1.4436833008390793
60,52.0,0.7457565121242113,0.7457565121242113,0.7457565121242113,0.8582024645310411,0.8582024645310411,0.8582024645310411
61,104.0,0.12290952726342741,0.12290952726342741,0.12290952726342741,0.15826423613289028,0.15826423613289028,0.15826423613289028
62,156.0,1.1947758935743324,1.1947758935743324,1.1947758935743324,2.828453844786561,2.828453844786561,2.828453844786561
63,208.0,0.8591312691333696,0.8591312691333696,0.8591312691333696,10.05004440238239,10.05004440238239,10.05004440238239
64,260.0,0.20324940091284924,0.20324940091284924,0.20324940091284924,0.19100138345240686,0.19100138345240686,0.19100138345240686
65,312.0,0.2677725024336238,0.2677725024336238,0.2677725024336238,0.3383173967651631,0.3383173967651631,0.3383173967651631
66,364.0,0.12638751705430262,0.12638751705430262,0.12638751705430262,0.13487467459729,0.13487467459729,0.13487467459729
67,416.0,0.12832023943135054,0.12832023943135054,0.12832023943135054,0.20014446609616413,0.20014446609616413,0.20014446609616413
68,468.0,0.14097744360902256,0.14097744360902256,0.14097744360902256,0.12486220249872802,0.12486220249872802,0.12486220249872802
69,520.0,0.04090419806243272,0.04090419806243272,0.04090419806243272,0.04138389717290373,0.04138389717290373,0.04138389717290373
70,572.0,0.4497736921775603,0.4497736921775603,0.4497736921775603,0.5687035637270091,0.5687035637270091,0.5687035637270091
71,624.0,0.25762142041727293,0.25762142041727293,0.25762142041727293,0.3421180633267956,0.3421180633267956,0.3421180633267956
72,676.0,0.7183908045977011,0.7183908045977011,0.7183908045977011,1.38621350244418,1.38621350244418,1.38621350244418
73,728.0,0.3202614379084967,0.3202614379084967,0.3202614379084967,0.3985219360075185,0.3985219360075185,0.3985219360075185
74,780.0,0.03450517383499813,0.03450517383499813,0.03450517383499813,0.03165818678449999,0.03165818678449999,0.03165818678449999
75,832.0,0.07232267037552156,0.07232267037552156,0.07232267037552156,0.06848292230941984,0.06848292230941984,0.06848292230941984
76,884.0,0.38879294516520646,0.38879294516520646,0.38879294516520646,0.7048995710130105,0.7048995710130105,0.7048995710130105
77,936.0,0.013856812933025405,0.013856812933025405,0.013856812933025405,0.013664801668364542,0.013664801668364542,0.013664801668364542
78,988.0,0.483010324967516,0.483010324967516,0.483010324967516,0.6029061766952419,0.6029061766952419,0.6029061766952419
79,1040.0,0.2128956585176983,0.2128956585176983,0.2128956585176983,0.28393875308522654,0.28393875308522654,0.28393875308522654
80,52.0,0.324870254856088,0.324870254856088,0.324870254856088,0.4140841123410849,0.4140841123410849,0.4140841123410849
81,104.0,0.08802366979596908,0.08802366979596908,0.08802366979596908,0.10422787826934889,0.10422787826934889,0.10422787826934889
82,156.0,0.09843400447427293,0.09843400447427293,0.09843400447427293,0.1081332672702431,0.1081332672702431,0.1081332672702431
83,208.0,0.19684255835427952,0.19684255835427952,0.19684255835427952,0.18106804439412855,0.18106804439412855,0.18106804439412855
84,260.0,0.29898563277356305,0.29898563277356305,0.29898563277356305,0.3035534561444958,0.3035534561444958,0.3035534561444958
85,312.0,0.09260009413307854,0.09260009413307854,0.09260009413307854,0.09058153930417844,0.09058153930417844,0.09058153930417844
86,364.0,0.2687380168988564,0.2687380168988564,0.2687380168988564,0.29042419314673384,0.29042419314673384,0.29042419314673384
87,416.0,0.3403199614082149,0.3403199614082149,0.3403199614082149,0.5826260449239413,0.5826260449239413,0.5826260449239413
88,468.0,0.1630879345603272,0.1630879345603272,0.1630879345603272,0.15591766302415935,0.15591766302415935,0.15591766302415935
89,520.0,0.10572126080240102,0.10572126080240102,0.10572126080240102,0.10264410939957434,0.10264410939957434,0.10264410939957434
90,572.0,0.2333068362480127,0.2333068362480127,0.2333068362480127,0.22895424766391756,0.22895424766391756,0.22895424766391756
91,624.0,0.16259584077588402,0.16259584077588402,0.16259584077588402,0.14173138604013105,0.14173138604013105,0.14173138604013105
92,676.0,0.10806257521058965,0.10806257521058965,0.10806257521058965,0.12093379151153914,0.12093379151153914,0.12093379151153914
93,728.0,0.4211286470982303,0.4211286470982303,0.4211286470982303,0.48270323140742755,0.48270323140742755,0.48270323140742755
94,780.0,0.051742919389978215,0.051742919389978215,0.051742919389978215,0.05124423892045318,0.05124423892045318,0.05124423892045318
95,832.0,0.16149068322981366,0.16149068322981366,0.16149068322981366,0.13671905932803924,0.13671905932803924,0.13671905932803924
96,884.0,0.05107465619178274,0.05107465619178274,0.05107465619178274,0.05283893872767776,0.05283893872767776,0.05283893872767776
97,936.0,0.15883668903803133,0.15883668903803133,0.15883668903803133,0.1425561411147646,0.1425561411147646,0.1425561411147646
98,988.0,0.2697443555445931,0.2697443555445931,0.2697443555445931,0.2964946261781637,0.2964946261781637,0.2964946261781637
99,1040.0,119.60394241138438,119.60394241138438,119.60394241138438,1006.0014013396793,1006.0014013396793,1006.0014013396793
100,52.0,0.2502335911271456,0.2502335911271456,0.2502335911271456,0.3245857147333263,0.3245857147333263,0.3245857147333263
101,104.0,0.10353542967671332,0.10353542967671332,0.10353542967671332,0.10770568815318451,0.10770568815318451,0.10770568815318451
102,156.0,0.3922946063556288,0.3922946063556288,0.3922946063556288,0.8971081629375404,0.8971081629375404,0.8971081629375404
103,208.0,0.06557377049180328,0.06557377049180328,0.06557377049180328,0.07029024455791454,0.07029024455791454,0.07029024455791454
104,260.0,0.07560627674750357,0.07560627674750357,0.07560627674750357,0.06988996766388347,0.06988996766388347,0.06988996766388347
