,time,meanH,meanB,meanC,varH,varB,varC
0,52.0,2.3220230775725437,2.3220230775725437,2.3220230775725437,2.636190802372957,2.636190802372957,2.636190802372957
1,104.0,0.16638005159071367,0.16638005159071367,0.16638005159071367,0.1404174204791031,0.1404174204791031,0.1404174204791031
2,156.0,0.2507633272511766,0.2507633272511766,0.2507633272511766,0.2646618532647405,0.2646618532647405,0.2646618532647405
3,208.0,0.6927949967085072,0.6927949967085072,0.6927949967085072,0.8188945529705332,0.8188945529705332,0.8188945529705332
4,260.0,0.003483574653896739,0.003483574653896739,0.003483574653896739,0.0033852985188760443,0.0033852985188760443,0.0033852985188760443
5,312.0,0.742869558723764,0.742869558723764,0.742869558723764,0.7854807235391756,0.7854807235391756,0.7854807235391756
6,364.0,0.5576180006677782,0.5576180006677782,0.5576180006677782,0.6109465055110481,0.6109465055110481,0.6109465055110481
7,416.0,0.2167755991285403,0.2167755991285403,0.2167755991285403,0.241679363587604,0.241679363587604,0.241679363587604
8,468.0,0.4240854183571933,0.4240854183571933,0.4240854183571933,0.44308960039348905,0.44308960039348905,0.44308960039348905
9,520.0,0.43305849979707733,0.43305849979707733,0.43305849979707733,0.4873609051900914,0.4873609051900914,0.4873609051900914
10,572.0,0.053156146179401995,0.053156146179401995,0.053156146179401995,0.050330570302756054,0.050330570302756054,0.050330570302756054
11,624.0,0.245105716523101,0.245105716523101,0.245105716523101,0.22418317206599012,0.22418317206599012,0.22418317206599012
12,676.0,0.20406920869940026,0.20406920869940026,0.20406920869940026,0.2677640510984787,0.2677640510984787,0.2677640510984787
13,728.0,0.09909624871213214,0.09909624871213214,0.09909624871213214,0.11830639510293539,0.11830639510293539,0.11830639510293539
14,780.0,0.477968946705833,0.477968946705833,0.477968946705833,0.4341558412513874,0.4341558412513874,0.4341558412513874
15,832.0,0.34808465461720867,0.34808465461720867,0.34808465461720867,0.3601150011744225,0.3601150011744225,0.3601150011744225
16,884.0,0.17841714909804726,0.17841714909804726,0.17841714909804726,0.1560583152841908,0.1560583152841908,0.1560583152841908
17,936.0,0.11467889908256881,0.11467889908256881,0.11467889908256881,0.11070196111438432,0.11070196111438432,0.11070196111438432
18,988.0,0.09024211298606016,0.09024211298606016,0.09024211298606016,0.0820984740298713,0.0820984740298713,0.0820984740298713
19,1040.0,0.27292173434952177,0.27292173434952177,0.27292173434952177,0.41501546629444747,0.41501546629444747,0.41501546629444747
20,52.0,0.45749989777570044,0.45749989777570044,0.45749989777570044,0.49691267816756435,0.49691267816756435,0.49691267816756435
